"id_11km","id_55km","id_111km","id_222km"
9267,410,115,35
9268,410,115,35
9269,410,115,35
9270,410,115,35
9590,384,102,28
9591,384,102,28
9592,384,102,28
9593,385,103,29
9594,385,103,29
9595,385,103,29
9596,385,103,29
9597,385,103,29
9598,386,103,29
9599,386,103,29
9600,386,103,29
9601,386,103,29
9602,386,103,29
9603,387,104,29
9604,387,104,29
9605,387,104,29
9606,387,104,29
9607,387,104,29
9608,388,104,29
9609,388,104,29
9610,388,104,29
9611,388,104,29
9612,388,104,29
9613,389,105,30
9614,389,105,30
9615,389,105,30
9616,389,105,30
9617,389,105,30
9618,390,105,30
9619,390,105,30
9620,390,105,30
9621,390,105,30
9622,390,105,30
9623,391,106,30
9624,391,106,30
9625,391,106,30
9626,391,106,30
9627,391,106,30
9628,392,106,30
9629,392,106,30
9630,392,106,30
9631,392,106,30
9632,392,106,30
9633,393,107,31
9709,408,114,34
9710,408,114,34
9711,408,114,34
9712,408,114,34
9713,409,115,35
9714,409,115,35
9715,409,115,35
9716,409,115,35
9717,409,115,35
9718,410,115,35
9719,410,115,35
9720,410,115,35
9721,410,115,35
9722,410,115,35
10042,384,102,28
10043,384,102,28
10044,384,102,28
10045,385,103,29
10046,385,103,29
10047,385,103,29
10048,385,103,29
10049,385,103,29
10050,386,103,29
10051,386,103,29
10052,386,103,29
10053,386,103,29
10054,386,103,29
10055,387,104,29
10056,387,104,29
10057,387,104,29
10058,387,104,29
10059,387,104,29
10060,388,104,29
10061,388,104,29
10062,388,104,29
10063,388,104,29
10064,388,104,29
10065,389,105,30
10066,389,105,30
10067,389,105,30
10068,389,105,30
10069,389,105,30
10070,390,105,30
10071,390,105,30
10072,390,105,30
10073,390,105,30
10074,390,105,30
10075,391,106,30
10076,391,106,30
10077,391,106,30
10078,391,106,30
10079,391,106,30
10080,392,106,30
10081,392,106,30
10082,392,106,30
10083,392,106,30
10084,392,106,30
10085,393,107,31
10161,408,114,34
10162,408,114,34
10163,408,114,34
10164,408,114,34
10165,409,115,35
10166,409,115,35
10167,409,115,35
10168,409,115,35
10169,409,115,35
10170,410,115,35
10171,410,115,35
10172,410,115,35
10173,410,115,35
10174,410,115,35
10175,411,116,35
10495,384,102,28
10496,384,102,28
10497,385,103,29
10498,385,103,29
10499,385,103,29
10500,385,103,29
10501,385,103,29
10502,386,103,29
10503,386,103,29
10504,386,103,29
10505,386,103,29
10506,386,103,29
10507,387,104,29
10508,387,104,29
10509,387,104,29
10510,387,104,29
10511,387,104,29
10512,388,104,29
10513,388,104,29
10514,388,104,29
10515,388,104,29
10516,388,104,29
10517,389,105,30
10518,389,105,30
10519,389,105,30
10520,389,105,30
10521,389,105,30
10522,390,105,30
10523,390,105,30
10524,390,105,30
10525,390,105,30
10526,390,105,30
10527,391,106,30
10528,391,106,30
10529,391,106,30
10530,391,106,30
10531,391,106,30
10532,392,106,30
10533,392,106,30
10534,392,106,30
10535,392,106,30
10536,392,106,30
10537,393,107,31
10612,408,114,34
10613,408,114,34
10614,408,114,34
10615,408,114,34
10616,408,114,34
10617,409,115,35
10618,409,115,35
10619,409,115,35
10620,409,115,35
10621,409,115,35
10622,410,115,35
10623,410,115,35
10624,410,115,35
10625,410,115,35
10626,410,115,35
10627,411,116,35
10948,384,102,28
10949,385,103,29
10950,385,103,29
10951,385,103,29
10952,385,103,29
10953,385,103,29
10954,386,103,29
10955,386,103,29
10956,386,103,29
10957,386,103,29
10958,386,103,29
10959,387,104,29
10960,387,104,29
10961,387,104,29
10962,387,104,29
10963,387,104,29
10964,388,104,29
10965,388,104,29
10966,388,104,29
10967,388,104,29
10968,388,104,29
10969,389,105,30
10970,389,105,30
10971,389,105,30
10972,389,105,30
10973,389,105,30
10974,390,105,30
10975,390,105,30
10976,390,105,30
10977,390,105,30
10978,390,105,30
10979,391,106,30
10980,391,106,30
10981,391,106,30
10982,391,106,30
10983,391,106,30
10984,392,106,30
10985,392,106,30
10986,392,106,30
10987,392,106,30
10988,392,106,30
10989,393,107,31
11064,408,114,34
11065,408,114,34
11066,408,114,34
11067,408,114,34
11068,408,114,34
11069,409,115,35
11070,409,115,35
11071,409,115,35
11072,409,115,35
11073,409,115,35
11074,410,115,35
11075,410,115,35
11076,410,115,35
11077,410,115,35
11078,410,115,35
11079,411,116,35
11400,475,102,28
11401,476,103,29
11402,476,103,29
11403,476,103,29
11404,476,103,29
11405,476,103,29
11406,477,103,29
11407,477,103,29
11408,477,103,29
11409,477,103,29
11410,477,103,29
11411,478,104,29
11412,478,104,29
11413,478,104,29
11414,478,104,29
11415,478,104,29
11416,479,104,29
11417,479,104,29
11418,479,104,29
11419,479,104,29
11420,479,104,29
11421,480,105,30
11422,480,105,30
11423,480,105,30
11424,480,105,30
11425,480,105,30
11426,481,105,30
11427,481,105,30
11428,481,105,30
11429,481,105,30
11430,481,105,30
11431,482,106,30
11432,482,106,30
11433,482,106,30
11434,482,106,30
11435,482,106,30
11436,483,106,30
11437,483,106,30
11438,483,106,30
11439,483,106,30
11440,483,106,30
11441,484,107,31
11515,498,114,34
11516,499,114,34
11517,499,114,34
11518,499,114,34
11519,499,114,34
11520,499,114,34
11521,500,115,35
11522,500,115,35
11523,500,115,35
11524,500,115,35
11525,500,115,35
11526,501,115,35
11527,501,115,35
11528,501,115,35
11529,501,115,35
11530,501,115,35
11531,502,116,35
11532,502,116,35
11852,475,102,28
11853,476,103,29
11854,476,103,29
11855,476,103,29
11856,476,103,29
11857,476,103,29
11858,477,103,29
11859,477,103,29
11860,477,103,29
11861,477,103,29
11862,477,103,29
11863,478,104,29
11864,478,104,29
11865,478,104,29
11866,478,104,29
11867,478,104,29
11868,479,104,29
11869,479,104,29
11870,479,104,29
11871,479,104,29
11872,479,104,29
11873,480,105,30
11874,480,105,30
11875,480,105,30
11876,480,105,30
11877,480,105,30
11878,481,105,30
11879,481,105,30
11880,481,105,30
11881,481,105,30
11882,481,105,30
11883,482,106,30
11884,482,106,30
11885,482,106,30
11886,482,106,30
11887,482,106,30
11888,483,106,30
11889,483,106,30
11890,483,106,30
11891,483,106,30
11892,483,106,30
11893,484,107,31
11942,493,111,33
11943,494,112,33
11967,498,114,34
11968,499,114,34
11969,499,114,34
11970,499,114,34
11971,499,114,34
11972,499,114,34
11973,500,115,35
11974,500,115,35
11975,500,115,35
11976,500,115,35
11977,500,115,35
11978,501,115,35
11979,501,115,35
11980,501,115,35
11981,501,115,35
11982,501,115,35
11983,502,116,35
11984,502,116,35
12304,475,102,28
12305,476,103,29
12306,476,103,29
12307,476,103,29
12308,476,103,29
12309,476,103,29
12310,477,103,29
12311,477,103,29
12312,477,103,29
12313,477,103,29
12314,477,103,29
12315,478,104,29
12316,478,104,29
12317,478,104,29
12318,478,104,29
12319,478,104,29
12320,479,104,29
12321,479,104,29
12322,479,104,29
12323,479,104,29
12324,479,104,29
12325,480,105,30
12326,480,105,30
12327,480,105,30
12328,480,105,30
12329,480,105,30
12330,481,105,30
12331,481,105,30
12332,481,105,30
12333,481,105,30
12334,481,105,30
12335,482,106,30
12336,482,106,30
12337,482,106,30
12338,482,106,30
12339,482,106,30
12340,483,106,30
12341,483,106,30
12342,483,106,30
12343,483,106,30
12344,483,106,30
12345,484,107,31
12384,491,110,32
12385,492,111,33
12386,492,111,33
12391,493,111,33
12392,493,111,33
12393,493,111,33
12394,493,111,33
12395,494,112,33
12418,498,114,34
12419,498,114,34
12420,499,114,34
12421,499,114,34
12422,499,114,34
12423,499,114,34
12424,499,114,34
12425,500,115,35
12426,500,115,35
12427,500,115,35
12428,500,115,35
12429,500,115,35
12430,501,115,35
12431,501,115,35
12432,501,115,35
12433,501,115,35
12434,501,115,35
12435,502,116,35
12436,502,116,35
12437,502,116,35
12756,475,102,28
12757,476,103,29
12758,476,103,29
12759,476,103,29
12760,476,103,29
12761,476,103,29
12762,477,103,29
12763,477,103,29
12764,477,103,29
12765,477,103,29
12766,477,103,29
12767,478,104,29
12768,478,104,29
12769,478,104,29
12770,478,104,29
12771,478,104,29
12772,479,104,29
12773,479,104,29
12774,479,104,29
12775,479,104,29
12776,479,104,29
12777,480,105,30
12778,480,105,30
12779,480,105,30
12780,480,105,30
12781,480,105,30
12782,481,105,30
12783,481,105,30
12784,481,105,30
12785,481,105,30
12786,481,105,30
12787,482,106,30
12788,482,106,30
12789,482,106,30
12790,482,106,30
12791,482,106,30
12792,483,106,30
12793,483,106,30
12794,483,106,30
12795,483,106,30
12796,483,106,30
12797,484,107,31
12798,484,107,31
12836,491,110,32
12837,492,111,33
12838,492,111,33
12839,492,111,33
12840,492,111,33
12841,492,111,33
12842,493,111,33
12843,493,111,33
12844,493,111,33
12845,493,111,33
12846,493,111,33
12847,494,112,33
12848,494,112,33
12849,494,112,33
12850,494,112,33
12859,496,113,34
12870,498,114,34
12871,498,114,34
12872,499,114,34
12873,499,114,34
12874,499,114,34
12875,499,114,34
12876,499,114,34
12877,500,115,35
12878,500,115,35
12879,500,115,35
12880,500,115,35
12881,500,115,35
12882,501,115,35
12883,501,115,35
12884,501,115,35
12885,501,115,35
12886,501,115,35
12887,502,116,35
12888,502,116,35
12889,502,116,35
13214,477,103,29
13215,477,103,29
13216,477,103,29
13217,477,103,29
13218,477,103,29
13219,478,104,29
13220,478,104,29
13221,478,104,29
13222,478,104,29
13223,478,104,29
13224,479,104,29
13225,479,104,29
13226,479,104,29
13227,479,104,29
13228,479,104,29
13229,480,105,30
13230,480,105,30
13231,480,105,30
13232,480,105,30
13233,480,105,30
13234,481,105,30
13235,481,105,30
13236,481,105,30
13237,481,105,30
13238,481,105,30
13239,482,106,30
13240,482,106,30
13241,482,106,30
13242,482,106,30
13243,482,106,30
13244,483,106,30
13245,483,106,30
13246,483,106,30
13247,483,106,30
13248,483,106,30
13249,484,107,31
13250,484,107,31
13251,484,107,31
13287,491,110,32
13288,491,110,32
13289,492,111,33
13290,492,111,33
13291,492,111,33
13292,492,111,33
13293,492,111,33
13294,493,111,33
13295,493,111,33
13296,493,111,33
13297,493,111,33
13298,493,111,33
13299,494,112,33
13300,494,112,33
13301,494,112,33
13302,494,112,33
13303,494,112,33
13309,496,113,34
13310,496,113,34
13311,496,113,34
13312,496,113,34
13313,496,113,34
13314,497,113,34
13315,497,113,34
13316,497,113,34
13320,498,114,34
13321,498,114,34
13322,498,114,34
13323,498,114,34
13324,499,114,34
13325,499,114,34
13326,499,114,34
13327,499,114,34
13328,499,114,34
13329,500,115,35
13330,500,115,35
13331,500,115,35
13332,500,115,35
13333,500,115,35
13334,501,115,35
13335,501,115,35
13336,501,115,35
13337,501,115,35
13338,501,115,35
13339,502,116,35
13340,502,116,35
13341,502,116,35
13625,559,145,27
13626,560,145,27
13627,560,145,27
13666,568,149,29
13667,568,149,29
13668,568,149,29
13669,568,149,29
13670,568,149,29
13671,569,150,29
13672,569,150,29
13673,569,150,29
13674,569,150,29
13675,569,150,29
13676,570,150,29
13677,570,150,29
13678,570,150,29
13679,570,150,29
13680,570,150,29
13681,571,151,30
13682,571,151,30
13683,571,151,30
13684,571,151,30
13685,571,151,30
13686,572,151,30
13687,572,151,30
13688,572,151,30
13689,572,151,30
13690,572,151,30
13691,573,152,30
13692,573,152,30
13693,573,152,30
13694,573,152,30
13695,573,152,30
13696,574,152,30
13697,574,152,30
13698,574,152,30
13699,574,152,30
13700,574,152,30
13701,575,153,31
13702,575,153,31
13703,575,153,31
13739,582,156,32
13740,582,156,32
13741,583,157,33
13742,583,157,33
13743,583,157,33
13744,583,157,33
13745,583,157,33
13746,584,157,33
13747,584,157,33
13748,584,157,33
13749,584,157,33
13750,584,157,33
13751,585,158,33
13752,585,158,33
13753,585,158,33
13754,585,158,33
13755,585,158,33
13756,586,158,33
13757,586,158,33
13758,586,158,33
13759,586,158,33
13760,586,158,33
13761,587,159,34
13762,587,159,34
13763,587,159,34
13764,587,159,34
13765,587,159,34
13766,588,159,34
13767,588,159,34
13768,588,159,34
13769,588,159,34
13770,588,159,34
13771,589,160,34
13772,589,160,34
13773,589,160,34
13774,589,160,34
13775,589,160,34
13776,590,160,34
13777,590,160,34
13778,590,160,34
13779,590,160,34
13780,590,160,34
13781,591,161,35
13782,591,161,35
13783,591,161,35
13784,591,161,35
13785,591,161,35
13786,592,161,35
13787,592,161,35
13788,592,161,35
13789,592,161,35
13790,592,161,35
13791,593,162,35
13792,593,162,35
13793,593,162,35
13794,593,162,35
13795,593,162,35
13796,594,162,35
14077,559,145,27
14078,560,145,27
14079,560,145,27
14116,567,149,29
14117,567,149,29
14118,568,149,29
14119,568,149,29
14120,568,149,29
14121,568,149,29
14122,568,149,29
14123,569,150,29
14124,569,150,29
14125,569,150,29
14126,569,150,29
14127,569,150,29
14128,570,150,29
14129,570,150,29
14130,570,150,29
14131,570,150,29
14132,570,150,29
14133,571,151,30
14134,571,151,30
14135,571,151,30
14136,571,151,30
14137,571,151,30
14138,572,151,30
14139,572,151,30
14140,572,151,30
14141,572,151,30
14142,572,151,30
14143,573,152,30
14144,573,152,30
14145,573,152,30
14146,573,152,30
14147,573,152,30
14148,574,152,30
14149,574,152,30
14150,574,152,30
14151,574,152,30
14152,574,152,30
14153,575,153,31
14154,575,153,31
14155,575,153,31
14192,582,156,32
14193,583,157,33
14194,583,157,33
14195,583,157,33
14196,583,157,33
14197,583,157,33
14198,584,157,33
14199,584,157,33
14200,584,157,33
14201,584,157,33
14202,584,157,33
14203,585,158,33
14204,585,158,33
14205,585,158,33
14206,585,158,33
14207,585,158,33
14208,586,158,33
14209,586,158,33
14210,586,158,33
14211,586,158,33
14212,586,158,33
14213,587,159,34
14214,587,159,34
14215,587,159,34
14216,587,159,34
14217,587,159,34
14218,588,159,34
14219,588,159,34
14220,588,159,34
14221,588,159,34
14222,588,159,34
14223,589,160,34
14224,589,160,34
14225,589,160,34
14226,589,160,34
14227,589,160,34
14228,590,160,34
14229,590,160,34
14230,590,160,34
14231,590,160,34
14232,590,160,34
14233,591,161,35
14234,591,161,35
14235,591,161,35
14236,591,161,35
14237,591,161,35
14238,592,161,35
14239,592,161,35
14240,592,161,35
14241,592,161,35
14242,592,161,35
14243,593,162,35
14244,593,162,35
14245,593,162,35
14246,593,162,35
14247,593,162,35
14248,594,162,35
14249,594,162,35
14523,558,144,26
14526,559,145,27
14527,559,145,27
14528,559,145,27
14529,559,145,27
14530,560,145,27
14531,560,145,27
14564,566,148,28
14565,567,149,29
14566,567,149,29
14567,567,149,29
14568,567,149,29
14569,567,149,29
14570,568,149,29
14571,568,149,29
14572,568,149,29
14573,568,149,29
14574,568,149,29
14575,569,150,29
14576,569,150,29
14577,569,150,29
14578,569,150,29
14579,569,150,29
14580,570,150,29
14581,570,150,29
14582,570,150,29
14583,570,150,29
14584,570,150,29
14585,571,151,30
14586,571,151,30
14587,571,151,30
14588,571,151,30
14589,571,151,30
14590,572,151,30
14591,572,151,30
14592,572,151,30
14593,572,151,30
14594,572,151,30
14595,573,152,30
14596,573,152,30
14597,573,152,30
14598,573,152,30
14599,573,152,30
14600,574,152,30
14601,574,152,30
