"id_11km","id_55km","id_111km","id_222km"
45845,1859,480,125
45846,1859,480,125
45847,1859,480,125
45848,1860,480,125
45849,1860,480,125
45850,1860,480,125
45851,1860,480,125
45852,1860,480,125
45853,1861,481,126
45854,1861,481,126
45855,1861,481,126
45856,1861,481,126
45857,1861,481,126
45858,1862,481,126
45859,1862,481,126
45860,1862,481,126
45861,1862,481,126
45862,1862,481,126
45863,1863,482,126
45864,1863,482,126
45865,1863,482,126
45866,1863,482,126
45867,1863,482,126
45868,1864,482,126
45869,1864,482,126
45870,1864,482,126
45871,1864,482,126
45872,1864,482,126
45873,1865,483,127
45874,1865,483,127
45875,1865,483,127
45876,1865,483,127
45877,1865,483,127
45878,1866,483,127
45879,1866,483,127
45880,1866,483,127
45881,1866,483,127
45882,1866,483,127
45883,1867,484,127
45884,1867,484,127
45885,1867,484,127
45886,1867,484,127
45887,1867,484,127
45888,1868,484,127
45889,1868,484,127
45890,1868,484,127
45891,1868,484,127
45892,1868,484,127
45893,1869,485,128
45894,1869,485,128
45895,1869,485,128
45896,1869,485,128
45897,1869,485,128
45898,1870,485,128
45899,1870,485,128
45900,1870,485,128
45901,1870,485,128
45902,1870,485,128
45903,1871,486,128
45904,1871,486,128
45905,1871,486,128
45906,1871,486,128
45907,1871,486,128
45908,1872,486,128
45909,1872,486,128
45910,1872,486,128
45911,1872,486,128
45912,1872,486,128
45913,1873,487,129
45914,1873,487,129
45915,1873,487,129
45916,1873,487,129
45917,1873,487,129
45918,1874,487,129
45919,1874,487,129
45920,1874,487,129
45921,1874,487,129
45922,1874,487,129
45923,1875,488,129
45924,1875,488,129
45925,1875,488,129
45926,1875,488,129
45927,1875,488,129
45928,1876,488,129
45929,1876,488,129
45930,1876,488,129
45931,1876,488,129
45932,1876,488,129
45933,1877,489,130
45934,1877,489,130
45935,1877,489,130
45936,1877,489,130
45937,1877,489,130
45938,1878,489,130
45939,1878,489,130
45940,1878,489,130
45941,1878,489,130
45942,1878,489,130
45943,1879,490,130
45944,1879,490,130
45945,1879,490,130
45946,1879,490,130
45947,1879,490,130
45948,1880,490,130
45949,1880,490,130
45950,1880,490,130
45951,1880,490,130
45952,1880,490,130
45953,1881,491,131
45954,1881,491,131
45955,1881,491,131
45956,1881,491,131
45957,1881,491,131
45958,1882,491,131
45959,1882,491,131
45960,1882,491,131
45961,1882,491,131
45962,1882,491,131
45963,1883,492,131
45964,1883,492,131
45965,1883,492,131
45966,1883,492,131
45967,1883,492,131
45968,1884,492,131
45969,1884,492,131
45970,1884,492,131
45971,1884,492,131
45972,1884,492,131
45973,1885,493,132
45974,1885,493,132
45975,1885,493,132
45976,1885,493,132
45977,1885,493,132
45978,1886,493,132
45979,1886,493,132
45980,1886,493,132
45981,1886,493,132
45982,1886,493,132
45983,1887,494,132
45984,1887,494,132
45985,1887,494,132
45986,1887,494,132
45987,1887,494,132
45988,1888,494,132
45989,1888,494,132
45990,1888,494,132
45991,1888,494,132
45992,1888,494,132
45993,1889,495,133
45994,1889,495,133
45995,1889,495,133
45996,1889,495,133
45997,1889,495,133
45998,1890,495,133
45999,1890,495,133
46000,1890,495,133
46001,1890,495,133
46002,1890,495,133
46003,1891,496,133
46004,1891,496,133
46005,1891,496,133
46006,1891,496,133
46007,1891,496,133
46008,1892,496,133
46009,1892,496,133
46010,1892,496,133
46011,1892,496,133
46012,1892,496,133
46013,1893,497,134
46014,1893,497,134
46015,1893,497,134
46016,1893,497,134
46017,1893,497,134
46018,1894,497,134
46019,1894,497,134
46020,1894,497,134
46021,1894,497,134
46023,1895,498,134
46118,1823,462,116
46119,1823,462,116
46120,1824,462,116
46121,1824,462,116
46122,1824,462,116
46123,1824,462,116
46124,1824,462,116
46125,1825,463,117
46126,1825,463,117
46127,1825,463,117
46128,1825,463,117
46129,1825,463,117
46130,1826,463,117
46131,1826,463,117
46132,1826,463,117
46133,1826,463,117
46134,1826,463,117
46135,1827,464,117
46136,1827,464,117
46137,1827,464,117
46138,1827,464,117
46139,1827,464,117
46140,1828,464,117
46141,1828,464,117
46142,1828,464,117
46143,1828,464,117
46144,1828,464,117
46145,1829,465,118
46146,1829,465,118
46147,1829,465,118
46148,1829,465,118
46149,1829,465,118
46150,1830,465,118
46151,1830,465,118
46152,1830,465,118
46153,1830,465,118
46154,1830,465,118
46155,1831,466,118
46156,1831,466,118
46157,1831,466,118
46158,1831,466,118
46159,1831,466,118
46160,1832,466,118
46161,1832,466,118
46162,1832,466,118
46163,1832,466,118
46164,1832,466,118
46165,1833,467,119
46166,1833,467,119
46167,1833,467,119
46168,1833,467,119
46169,1833,467,119
46170,1834,467,119
46171,1834,467,119
46172,1834,467,119
46173,1834,467,119
46174,1834,467,119
46175,1835,468,119
46176,1835,468,119
46177,1835,468,119
46178,1835,468,119
46179,1835,468,119
46180,1836,468,119
46181,1836,468,119
46182,1836,468,119
46183,1836,468,119
46184,1836,468,119
46185,1837,469,120
46186,1837,469,120
46187,1837,469,120
46188,1837,469,120
46189,1837,469,120
46190,1838,469,120
46191,1838,469,120
46192,1838,469,120
46193,1838,469,120
46194,1838,469,120
46195,1839,470,120
46196,1839,470,120
46197,1839,470,120
46198,1839,470,120
46199,1839,470,120
46200,1840,470,120
46201,1840,470,120
46202,1840,470,120
46203,1840,470,120
46204,1840,470,120
46205,1841,471,121
46206,1841,471,121
46207,1841,471,121
46208,1841,471,121
46209,1841,471,121
46210,1842,471,121
46211,1842,471,121
46212,1842,471,121
46213,1842,471,121
46214,1842,471,121
46215,1843,472,121
46216,1843,472,121
46217,1843,472,121
46218,1843,472,121
46219,1843,472,121
46220,1844,472,121
46221,1844,472,121
46222,1844,472,121
46223,1844,472,121
46224,1844,472,121
46225,1845,473,122
46226,1845,473,122
46227,1845,473,122
46228,1845,473,122
46229,1845,473,122
46230,1846,473,122
46231,1846,473,122
46232,1846,473,122
46233,1846,473,122
46234,1846,473,122
46235,1847,474,122
46236,1847,474,122
46237,1847,474,122
46238,1847,474,122
46239,1847,474,122
46240,1848,474,122
46241,1848,474,122
46242,1848,474,122
46243,1848,474,122
46244,1848,474,122
46245,1849,475,123
46246,1849,475,123
46247,1849,475,123
46248,1849,475,123
46249,1849,475,123
46250,1850,475,123
46251,1850,475,123
46252,1850,475,123
46253,1850,475,123
46254,1850,475,123
46255,1851,476,123
46256,1851,476,123
46257,1851,476,123
46258,1851,476,123
46259,1851,476,123
46260,1852,476,123
46261,1852,476,123
46262,1852,476,123
46263,1852,476,123
46264,1852,476,123
46265,1853,477,124
46266,1853,477,124
46267,1853,477,124
46268,1853,477,124
46269,1853,477,124
46270,1854,477,124
46271,1854,477,124
46272,1854,477,124
46273,1854,477,124
46274,1854,477,124
46275,1855,478,124
46276,1855,478,124
46277,1855,478,124
46278,1855,478,124
46279,1855,478,124
46280,1856,478,124
46281,1856,478,124
46282,1856,478,124
46283,1856,478,124
46284,1856,478,124
46285,1857,479,125
46286,1857,479,125
46287,1857,479,125
46288,1857,479,125
46289,1857,479,125
46290,1858,479,125
46291,1858,479,125
46292,1858,479,125
46293,1858,479,125
46294,1858,479,125
46295,1859,480,125
46296,1859,480,125
46297,1859,480,125
46298,1859,480,125
46299,1859,480,125
46300,1860,480,125
46301,1860,480,125
46302,1860,480,125
46303,1860,480,125
46304,1860,480,125
46305,1861,481,126
46306,1861,481,126
46307,1861,481,126
46308,1861,481,126
46309,1861,481,126
46310,1862,481,126
46311,1862,481,126
46312,1862,481,126
46313,1862,481,126
46314,1862,481,126
46315,1863,482,126
46316,1863,482,126
46317,1863,482,126
46318,1863,482,126
46319,1863,482,126
46320,1864,482,126
46321,1864,482,126
46322,1864,482,126
46323,1864,482,126
46324,1864,482,126
46325,1865,483,127
46326,1865,483,127
46327,1865,483,127
46328,1865,483,127
46329,1865,483,127
46330,1866,483,127
46331,1866,483,127
46332,1866,483,127
46333,1866,483,127
46334,1866,483,127
46335,1867,484,127
46336,1867,484,127
46337,1867,484,127
46338,1867,484,127
46339,1867,484,127
46340,1868,484,127
46341,1868,484,127
46342,1868,484,127
46343,1868,484,127
46344,1868,484,127
46345,1869,485,128
46346,1869,485,128
46347,1869,485,128
46348,1869,485,128
46349,1869,485,128
46350,1870,485,128
46351,1870,485,128
46352,1870,485,128
46353,1870,485,128
46354,1870,485,128
46355,1871,486,128
46356,1871,486,128
46357,1871,486,128
46358,1871,486,128
46359,1871,486,128
46360,1872,486,128
46361,1872,486,128
46362,1872,486,128
46363,1872,486,128
46364,1872,486,128
46365,1873,487,129
46366,1873,487,129
46367,1873,487,129
46368,1873,487,129
46369,1873,487,129
46370,1874,487,129
46371,1874,487,129
46372,1874,487,129
46373,1874,487,129
46374,1874,487,129
46375,1875,488,129
46376,1875,488,129
46377,1875,488,129
46378,1875,488,129
46379,1875,488,129
46380,1876,488,129
46381,1876,488,129
46382,1876,488,129
46383,1876,488,129
46384,1876,488,129
46385,1877,489,130
46386,1877,489,130
46387,1877,489,130
46388,1877,489,130
46389,1877,489,130
46390,1878,489,130
46391,1878,489,130
46392,1878,489,130
46393,1878,489,130
46394,1878,489,130
46395,1879,490,130
46396,1879,490,130
46397,1879,490,130
46398,1879,490,130
46399,1879,490,130
46400,1880,490,130
46401,1880,490,130
46402,1880,490,130
46403,1880,490,130
46404,1880,490,130
46405,1881,491,131
46406,1881,491,131
46407,1881,491,131
46408,1881,491,131
46409,1881,491,131
46410,1882,491,131
46411,1882,491,131
46412,1882,491,131
46413,1882,491,131
46414,1882,491,131
46415,1883,492,131
46416,1883,492,131
46417,1883,492,131
46418,1883,492,131
46419,1883,492,131
46420,1884,492,131
46421,1884,492,131
46422,1884,492,131
46423,1884,492,131
46424,1884,492,131
46425,1885,493,132
46426,1885,493,132
46427,1885,493,132
46428,1885,493,132
46429,1885,493,132
46430,1886,493,132
46431,1886,493,132
46432,1886,493,132
46433,1886,493,132
46434,1886,493,132
46435,1887,494,132
46436,1887,494,132
46437,1887,494,132
46438,1887,494,132
46439,1887,494,132
46440,1888,494,132
46441,1888,494,132
46442,1888,494,132
46443,1888,494,132
46444,1888,494,132
46445,1889,495,133
46446,1889,495,133
46447,1889,495,133
46448,1889,495,133
46449,1889,495,133
46450,1890,495,133
46451,1890,495,133
46452,1890,495,133
46453,1890,495,133
46454,1890,495,133
46455,1891,496,133
46456,1891,496,133
46457,1891,496,133
46458,1891,496,133
46459,1891,496,133
46460,1892,496,133
46461,1892,496,133
46462,1892,496,133
46463,1892,496,133
46464,1892,496,133
46465,1893,497,134
46466,1893,497,134
46467,1893,497,134
46468,1893,497,134
46469,1893,497,134
46470,1894,497,134
46471,1894,497,134
46472,1894,497,134
46473,1894,497,134
46474,1894,497,134
46475,1895,498,134
46476,1895,498,134
46568,1823,462,116
46569,1823,462,116
46570,1823,462,116
46571,1823,462,116
46572,1824,462,116
46573,1824,462,116
46574,1824,462,116
46575,1824,462,116
46576,1824,462,116
46577,1825,463,117
46578,1825,463,117
46579,1825,463,117
46580,1825,463,117
46581,1825,463,117
46582,1826,463,117
46583,1826,463,117
46584,1826,463,117
46585,1826,463,117
46586,1826,463,117
46587,1827,464,117
46588,1827,464,117
46589,1827,464,117
46590,1827,464,117
46591,1827,464,117
46592,1828,464,117
46593,1828,464,117
46594,1828,464,117
46595,1828,464,117
46596,1828,464,117
46597,1829,465,118
46598,1829,465,118
46599,1829,465,118
46600,1829,465,118
46601,1829,465,118
46602,1830,465,118
46603,1830,465,118
46604,1830,465,118
46605,1830,465,118
46606,1830,465,118
46607,1831,466,118
46608,1831,466,118
46609,1831,466,118
46610,1831,466,118
46611,1831,466,118
46612,1832,466,118
46613,1832,466,118
46614,1832,466,118
46615,1832,466,118
46616,1832,466,118
46617,1833,467,119
46618,1833,467,119
46619,1833,467,119
46620,1833,467,119
46621,1833,467,119
46622,1834,467,119
46623,1834,467,119
46624,1834,467,119
46625,1834,467,119
46626,1834,467,119
46627,1835,468,119
46628,1835,468,119
46629,1835,468,119
46630,1835,468,119
46631,1835,468,119
46632,1836,468,119
46633,1836,468,119
46634,1836,468,119
46635,1836,468,119
46636,1836,468,119
46637,1837,469,120
46638,1837,469,120
46639,1837,469,120
46640,1837,469,120
46641,1837,469,120
46642,1838,469,120
46643,1838,469,120
46644,1838,469,120
46645,1838,469,120
46646,1838,469,120
46647,1839,470,120
46648,1839,470,120
46649,1839,470,120
46650,1839,470,120
46651,1839,470,120
46652,1840,470,120
46653,1840,470,120
46654,1840,470,120
46655,1840,470,120
46656,1840,470,120
46657,1841,471,121
46658,1841,471,121
46659,1841,471,121
46660,1841,471,121
46661,1841,471,121
46662,1842,471,121
46663,1842,471,121
46664,1842,471,121
46665,1842,471,121
46666,1842,471,121
46667,1843,472,121
46668,1843,472,121
46669,1843,472,121
46670,1843,472,121
46671,1843,472,121
46672,1844,472,121
46673,1844,472,121
46674,1844,472,121
46675,1844,472,121
46676,1844,472,121
46677,1845,473,122
46678,1845,473,122
46679,1845,473,122
46680,1845,473,122
46681,1845,473,122
46682,1846,473,122
46683,1846,473,122
46684,1846,473,122
46685,1846,473,122
46686,1846,473,122
46687,1847,474,122
46688,1847,474,122
46689,1847,474,122
46690,1847,474,122
46691,1847,474,122
46692,1848,474,122
46693,1848,474,122
46694,1848,474,122
46695,1848,474,122
46696,1848,474,122
46697,1849,475,123
46698,1849,475,123
46699,1849,475,123
46700,1849,475,123
46701,1849,475,123
46702,1850,475,123
46703,1850,475,123
46704,1850,475,123
46705,1850,475,123
46706,1850,475,123
46707,1851,476,123
46708,1851,476,123
46709,1851,476,123
46710,1851,476,123
46711,1851,476,123
46712,1852,476,123
46713,1852,476,123
46714,1852,476,123
46715,1852,476,123
46716,1852,476,123
46717,1853,477,124
46718,1853,477,124
46719,1853,477,124
46720,1853,477,124
46721,1853,477,124
46722,1854,477,124
46723,1854,477,124
46724,1854,477,124
46725,1854,477,124
46726,1854,477,124
46727,1855,478,124
46728,1855,478,124
46729,1855,478,124
46730,1855,478,124
46731,1855,478,124
46732,1856,478,124
46733,1856,478,124
46734,1856,478,124
46735,1856,478,124
46736,1856,478,124
46737,1857,479,125
46738,1857,479,125
46739,1857,479,125
46740,1857,479,125
46741,1857,479,125
46742,1858,479,125
46743,1858,479,125
46744,1858,479,125
46745,1858,479,125
46746,1858,479,125
46747,1859,480,125
46748,1859,480,125
46749,1859,480,125
46750,1859,480,125
46751,1859,480,125
46752,1860,480,125
46753,1860,480,125
46754,1860,480,125
46755,1860,480,125
46756,1860,480,125
46757,1861,481,126
46758,1861,481,126
46759,1861,481,126
46760,1861,481,126
46761,1861,481,126
46762,1862,481,126
46763,1862,481,126
46764,1862,481,126
46765,1862,481,126
46766,1862,481,126
46767,1863,482,126
46768,1863,482,126
46769,1863,482,126
46770,1863,482,126
46771,1863,482,126
46772,1864,482,126
46773,1864,482,126
46774,1864,482,126
46775,1864,482,126
46776,1864,482,126
46777,1865,483,127
46778,1865,483,127
46779,1865,483,127
46780,1865,483,127
46781,1865,483,127
46782,1866,483,127
46783,1866,483,127
46784,1866,483,127
46785,1866,483,127
46786,1866,483,127
46787,1867,484,127
46788,1867,484,127
46789,1867,484,127
46790,1867,484,127
46791,1867,484,127
46792,1868,484,127
46793,1868,484,127
46794,1868,484,127
46795,1868,484,127
46796,1868,484,127
46797,1869,485,128
46798,1869,485,128
46799,1869,485,128
46800,1869,485,128
46801,1869,485,128
46802,1870,485,128
46803,1870,485,128
46804,1870,485,128
46805,1870,485,128
46806,1870,485,128
46807,1871,486,128
46808,1871,486,128
46809,1871,486,128
46810,1871,486,128
46811,1871,486,128
46812,1872,486,128
46813,1872,486,128
46814,1872,486,128
46815,1872,486,128
46816,1872,486,128
46817,1873,487,129
46818,1873,487,129
46819,1873,487,129
46820,1873,487,129
46821,1873,487,129
46822,1874,487,129
46823,1874,487,129
46824,1874,487,129
46825,1874,487,129
46826,1874,487,129
46827,1875,488,129
46828,1875,488,129
46829,1875,488,129
46830,1875,488,129
46831,1875,488,129
46832,1876,488,129
46833,1876,488,129
46834,1876,488,129
46835,1876,488,129
46836,1876,488,129
46837,1877,489,130
46838,1877,489,130
46839,1877,489,130
46840,1877,489,130
46841,1877,489,130
46842,1878,489,130
46843,1878,489,130
46844,1878,489,130
46845,1878,489,130
46846,1878,489,130
46847,1879,490,130
46848,1879,490,130
46849,1879,490,130
46850,1879,490,130
46851,1879,490,130
46852,1880,490,130
46853,1880,490,130
46854,1880,490,130
46855,1880,490,130
46856,1880,490,130
46857,1881,491,131
46858,1881,491,131
46859,1881,491,131
46860,1881,491,131
46861,1881,491,131
46862,1882,491,131
46863,1882,491,131
46864,1882,491,131
46865,1882,491,131
46866,1882,491,131
46867,1883,492,131
46868,1883,492,131
46869,1883,492,131
46870,1883,492,131
46871,1883,492,131
46872,1884,492,131
46873,1884,492,131
46874,1884,492,131
46875,1884,492,131
46876,1884,492,131
46877,1885,493,132
46878,1885,493,132
46879,1885,493,132
46880,1885,493,132
46881,1885,493,132
46882,1886,493,132
46883,1886,493,132
46884,1886,493,132
46885,1886,493,132
46886,1886,493,132
46887,1887,494,132
46888,1887,494,132
46889,1887,494,132
46890,1887,494,132
46891,1887,494,132
46892,1888,494,132
46893,1888,494,132
46894,1888,494,132
46895,1888,494,132
46896,1888,494,132
46897,1889,495,133
46898,1889,495,133
46899,1889,495,133
46900,1889,495,133
46901,1889,495,133
46902,1890,495,133
46903,1890,495,133
46904,1890,495,133
46905,1890,495,133
46906,1890,495,133
46907,1891,496,133
46908,1891,496,133
46909,1891,496,133
46910,1891,496,133
46911,1891,496,133
46912,1892,496,133
46913,1892,496,133
46914,1892,496,133
46915,1892,496,133
46916,1892,496,133
46917,1893,497,134
46918,1893,497,134
46919,1893,497,134
46920,1893,497,134
46921,1893,497,134
46922,1894,497,134
46923,1894,497,134
46924,1894,497,134
46925,1894,497,134
46926,1894,497,134
46927,1895,498,134
46928,1895,498,134
46929,1895,498,134
46930,1895,498,134
46931,1895,498,134
46932,1896,498,134
46933,1896,498,134
46934,1896,498,134
46935,1896,498,134
46936,1896,498,134
46937,1897,499,135
46938,1897,499,135
46939,1897,499,135
46940,1897,499,135
46941,1897,499,135
47020,1823,462,116
47021,1823,462,116
47022,1823,462,116
47023,1823,462,116
47024,1824,462,116
47025,1824,462,116
47026,1824,462,116
47027,1824,462,116
47028,1824,462,116
47029,1825,463,117
47030,1825,463,117
47031,1825,463,117
47032,1825,463,117
47033,1825,463,117
47034,1826,463,117
47035,1826,463,117
47036,1826,463,117
47037,1826,463,117
47038,1826,463,117
47039,1827,464,117
47040,1827,464,117
47041,1827,464,117
47042,1827,464,117
47043,1827,464,117
47044,1828,464,117
47045,1828,464,117
47046,1828,464,117
47047,1828,464,117
47048,1828,464,117
47049,1829,465,118
47050,1829,465,118
47051,1829,465,118
47052,1829,465,118
47053,1829,465,118
47054,1830,465,118
47055,1830,465,118
47056,1830,465,118
47057,1830,465,118
47058,1830,465,118
47059,1831,466,118
47060,1831,466,118
47061,1831,466,118
47062,1831,466,118
47063,1831,466,118
47064,1832,466,118
47065,1832,466,118
47066,1832,466,118
47067,1832,466,118
47068,1832,466,118
47069,1833,467,119
47070,1833,467,119
47071,1833,467,119
47072,1833,467,119
47073,1833,467,119
47074,1834,467,119
47075,1834,467,119
47076,1834,467,119
47077,1834,467,119
47078,1834,467,119
47079,1835,468,119
47080,1835,468,119
47081,1835,468,119
47082,1835,468,119
47083,1835,468,119
47084,1836,468,119
47085,1836,468,119
47086,1836,468,119
47087,1836,468,119
47088,1836,468,119
47089,1837,469,120
47090,1837,469,120
47091,1837,469,120
47092,1837,469,120
47093,1837,469,120
47094,1838,469,120
47095,1838,469,120
47096,1838,469,120
47097,1838,469,120
47098,1838,469,120
47099,1839,470,120
47100,1839,470,120
47101,1839,470,120
47102,1839,470,120
47103,1839,470,120
47104,1840,470,120
47105,1840,470,120
47106,1840,470,120
47107,1840,470,120
47108,1840,470,120
47109,1841,471,121
47110,1841,471,121
47111,1841,471,121
47112,1841,471,121
47113,1841,471,121
47114,1842,471,121
47115,1842,471,121
47116,1842,471,121
47117,1842,471,121
47118,1842,471,121
47119,1843,472,121
47120,1843,472,121
47121,1843,472,121
47122,1843,472,121
47123,1843,472,121
47124,1844,472,121
47125,1844,472,121
47126,1844,472,121
47127,1844,472,121
47128,1844,472,121
47129,1845,473,122
47130,1845,473,122
47131,1845,473,122
47132,1845,473,122
47133,1845,473,122
47134,1846,473,122
47135,1846,473,122
47136,1846,473,122
47137,1846,473,122
47138,1846,473,122
47139,1847,474,122
47140,1847,474,122
47141,1847,474,122
47142,1847,474,122
47143,1847,474,122
47144,1848,474,122
47145,1848,474,122
47146,1848,474,122
47147,1848,474,122
47148,1848,474,122
47149,1849,475,123
47150,1849,475,123
47151,1849,475,123
47152,1849,475,123
47153,1849,475,123
47154,1850,475,123
47155,1850,475,123
47156,1850,475,123
47157,1850,475,123
47158,1850,475,123
47159,1851,476,123
47160,1851,476,123
47161,1851,476,123
47162,1851,476,123
47163,1851,476,123
47164,1852,476,123
47165,1852,476,123
47166,1852,476,123
47167,1852,476,123
47168,1852,476,123
47169,1853,477,124
47170,1853,477,124
47171,1853,477,124
47172,1853,477,124
47173,1853,477,124
47174,1854,477,124
47175,1854,477,124
47176,1854,477,124
47177,1854,477,124
47178,1854,477,124
47179,1855,478,124
47180,1855,478,124
47181,1855,478,124
47182,1855,478,124
47183,1855,478,124
47184,1856,478,124
47185,1856,478,124
47186,1856,478,124
47187,1856,478,124
47188,1856,478,124
47189,1857,479,125
47190,1857,479,125
47191,1857,479,125
47192,1857,479,125
47193,1857,479,125
47194,1858,479,125
47195,1858,479,125
47196,1858,479,125
47197,1858,479,125
47198,1858,479,125
47199,1859,480,125
47200,1859,480,125
47201,1859,480,125
47202,1859,480,125
47203,1859,480,125
47204,1860,480,125
47205,1860,480,125
47206,1860,480,125
47207,1860,480,125
47208,1860,480,125
47209,1861,481,126
47210,1861,481,126
47211,1861,481,126
47212,1861,481,126
47213,1861,481,126
47214,1862,481,126
47215,1862,481,126
47216,1862,481,126
47217,1862,481,126
47218,1862,481,126
47219,1863,482,126
47220,1863,482,126
47221,1863,482,126
47222,1863,482,126
47223,1863,482,126
47224,1864,482,126
47225,1864,482,126
47226,1864,482,126
47227,1864,482,126
47228,1864,482,126
47229,1865,483,127
47230,1865,483,127
47231,1865,483,127
47232,1865,483,127
47233,1865,483,127
47234,1866,483,127
47235,1866,483,127
47236,1866,483,127
47237,1866,483,127
47238,1866,483,127
47239,1867,484,127
47240,1867,484,127
47241,1867,484,127
47242,1867,484,127
47243,1867,484,127
47244,1868,484,127
47245,1868,484,127
47246,1868,484,127
47247,1868,484,127
47248,1868,484,127
47249,1869,485,128
47250,1869,485,128
47251,1869,485,128
47252,1869,485,128
47253,1869,485,128
47254,1870,485,128
47255,1870,485,128
47256,1870,485,128
47257,1870,485,128
47258,1870,485,128
47259,1871,486,128
47260,1871,486,128
47261,1871,486,128
47262,1871,486,128
47263,1871,486,128
47264,1872,486,128
47265,1872,486,128
47266,1872,486,128
47267,1872,486,128
47268,1872,486,128
47269,1873,487,129
47270,1873,487,129
47271,1873,487,129
47272,1873,487,129
47273,1873,487,129
47274,1874,487,129
47275,1874,487,129
47276,1874,487,129
47277,1874,487,129
47278,1874,487,129
47279,1875,488,129
47280,1875,488,129
47281,1875,488,129
47282,1875,488,129
47283,1875,488,129
47284,1876,488,129
47285,1876,488,129
47286,1876,488,129
47287,1876,488,129
47288,1876,488,129
47289,1877,489,130
47290,1877,489,130
47291,1877,489,130
47292,1877,489,130
47293,1877,489,130
47294,1878,489,130
47295,1878,489,130
47296,1878,489,130
47297,1878,489,130
47298,1878,489,130
47299,1879,490,130
47300,1879,490,130
47301,1879,490,130
47302,1879,490,130
47303,1879,490,130
47304,1880,490,130
47305,1880,490,130
47306,1880,490,130
47307,1880,490,130
47308,1880,490,130
47309,1881,491,131
47310,1881,491,131
47311,1881,491,131
47312,1881,491,131
47313,1881,491,131
47314,1882,491,131
47315,1882,491,131
47316,1882,491,131
47317,1882,491,131
47318,1882,491,131
47319,1883,492,131
47320,1883,492,131
47321,1883,492,131
47322,1883,492,131
47323,1883,492,131
47324,1884,492,131
47325,1884,492,131
47326,1884,492,131
47327,1884,492,131
47328,1884,492,131
47329,1885,493,132
47330,1885,493,132
47331,1885,493,132
47332,1885,493,132
47333,1885,493,132
47334,1886,493,132
47335,1886,493,132
47336,1886,493,132
47337,1886,493,132
47338,1886,493,132
47339,1887,494,132
47340,1887,494,132
47341,1887,494,132
47342,1887,494,132
47343,1887,494,132
47344,1888,494,132
47345,1888,494,132
47346,1888,494,132
47347,1888,494,132
47348,1888,494,132
47349,1889,495,133
47350,1889,495,133
47351,1889,495,133
47352,1889,495,133
47353,1889,495,133
47354,1890,495,133
47355,1890,495,133
47356,1890,495,133
47357,1890,495,133
47358,1890,495,133
47359,1891,496,133
47360,1891,496,133
47361,1891,496,133
47362,1891,496,133
47363,1891,496,133
47364,1892,496,133
47365,1892,496,133
47366,1892,496,133
47367,1892,496,133
47368,1892,496,133
47369,1893,497,134
47370,1893,497,134
47371,1893,497,134
47372,1893,497,134
47373,1893,497,134
47374,1894,497,134
47375,1894,497,134
47376,1894,497,134
47377,1894,497,134
47378,1894,497,134
47379,1895,498,134
47380,1895,498,134
47381,1895,498,134
47382,1895,498,134
47383,1895,498,134
47384,1896,498,134
47385,1896,498,134
47386,1896,498,134
47387,1896,498,134
47388,1896,498,134
47389,1897,499,135
47390,1897,499,135
47391,1897,499,135
47392,1897,499,135
47393,1897,499,135
47394,1898,499,135
47472,1914,462,116
47473,1914,462,116
47474,1914,462,116
47475,1914,462,116
47476,1915,462,116
47477,1915,462,116
47478,1915,462,116
47479,1915,462,116
47480,1915,462,116
47481,1916,463,117
47482,1916,463,117
47483,1916,463,117
47484,1916,463,117
47485,1916,463,117
47486,1917,463,117
47487,1917,463,117
47488,1917,463,117
47489,1917,463,117
47490,1917,463,117
47491,1918,464,117
47492,1918,464,117
47493,1918,464,117
47494,1918,464,117
47495,1918,464,117
47496,1919,464,117
47497,1919,464,117
47498,1919,464,117
47499,1919,464,117
47500,1919,464,117
47501,1920,465,118
47502,1920,465,118
47503,1920,465,118
47504,1920,465,118
47505,1920,465,118
47506,1921,465,118
47507,1921,465,118
47508,1921,465,118
47509,1921,465,118
47510,1921,465,118
47511,1922,466,118
47512,1922,466,118
47513,1922,466,118
47514,1922,466,118
47515,1922,466,118
47516,1923,466,118
47517,1923,466,118
47518,1923,466,118
47519,1923,466,118
47520,1923,466,118
47521,1924,467,119
47522,1924,467,119
47523,1924,467,119
47524,1924,467,119
47525,1924,467,119
47526,1925,467,119
47527,1925,467,119
47528,1925,467,119
47529,1925,467,119
47530,1925,467,119
47531,1926,468,119
47532,1926,468,119
47533,1926,468,119
47534,1926,468,119
47535,1926,468,119
47536,1927,468,119
47537,1927,468,119
47538,1927,468,119
47539,1927,468,119
47540,1927,468,119
47541,1928,469,120
47542,1928,469,120
47543,1928,469,120
47544,1928,469,120
47545,1928,469,120
47546,1929,469,120
47547,1929,469,120
47548,1929,469,120
47549,1929,469,120
47550,1929,469,120
47551,1930,470,120
47552,1930,470,120
47553,1930,470,120
47554,1930,470,120
47555,1930,470,120
47556,1931,470,120
47557,1931,470,120
47558,1931,470,120
47559,1931,470,120
47560,1931,470,120
47561,1932,471,121
47562,1932,471,121
47563,1932,471,121
47564,1932,471,121
47565,1932,471,121
47566,1933,471,121
47567,1933,471,121
47568,1933,471,121
47569,1933,471,121
47570,1933,471,121
47571,1934,472,121
47572,1934,472,121
47573,1934,472,121
47574,1934,472,121
47575,1934,472,121
47576,1935,472,121
47577,1935,472,121
47578,1935,472,121
47579,1935,472,121
47580,1935,472,121
47581,1936,473,122
47582,1936,473,122
